Id,Target,N1,N2,N3,N4,N5,N6,C1,C2,C3,C4,C5,C6,C7,C8,C9
14160,1700000,2106172.84,8,1.4,1.0,5.0,6.0,2,A,F,V,B,L,K,M,H
14161,8500000,8322471.91,3,3.8,2.0,7.0,3.0,2,A,A,K,B,V,J,M,B
14162,2851000,3780769.231,3,1.6,2.0,8.0,1.0,1,A,F,V,B,S,J,M,B
14163,2100000,2374418.605,9,1.8,8.0,8.0,6.0,1,A,F,K,B,L,S,H,H
14164,5906000,6770786.517,4,3.5,9.0,1.0,5.0,2,A,F,K,B,S,X,W,7
14165,1989000,2537179.487,14,2.4,0.0,0.0,7.0,1,A,F,V,BG,S,4,T,1
14166,2085000,2427380.952,5,1.4,4.0,3.0,7.0,2,A,F,V,B,S,Z,9,4
14167,2554000,2772340.426,11,2.7,8.0,6.0,7.0,2,A,A,V,B,U,W,A,1
14168,2300000,2517283.951,8,1.9,9.0,5.0,5.0,1,M,F,V,D,M,W,V,2
14169,2529000,3102380.952,9,2.0,7.0,8.0,2.0,2,A,F,B,BG,C,K,N,A
14170,2705000,3295121.951,3,1.8,5.0,5.0,4.0,1,A,F,V,B,S,K,L,1
14171,3327000,3591860.465,8,2.4,7.0,4.0,0.0,1,A,F,K,BG,S,4,T,1
14172,4099000,4328089.888,3,1.6,1.0,7.0,4.0,2,A,F,V,B,S,N,M,T
14173,2621000,3246913.58,9,2.4,0.0,9.0,9.0,1,A,F,V,B,S,6,T,1
14174,4320000,5225925.926,9,3.0,4.0,2.0,2.0,1,A,A,K,B,V,J,M,Y
14175,4800000,5601123.596,4,2.5,7.0,2.0,1.0,2,A,F,B,B,S,4,T,1
14176,2187000,2626923.077,13,2.4,4.0,1.0,1.0,1,A,F,V,B,S,4,T,1
14177,1989000,2539743.59,14,2.4,0.0,0.0,7.0,1,A,F,V,BG,S,4,T,1
14178,8200000,7363953.488,9,4.5,3.0,2.0,0.0,1,A,A,K,D,V,J,T,M
14179,3255000,3406666.667,14,3.0,4.0,1.0,3.0,3,A,A,V,B,C,J,T,E
14180,3534000,4226190.476,10,3.0,5.0,6.0,5.0,2,A,B,K,B,S,J,T,H
14181,2436000,2683950.617,6,1.5,0.0,5.0,4.0,1,A,F,V,B,S,J,M,B
14182,2462000,2715662.651,4,1.6,8.0,2.0,8.0,1,A,F,V,B,S,Z,9,4
14183,4792000,5592771.084,6,2.5,7.0,8.0,6.0,1,M,A,V,D,P,M,R,O
14184,1364000,1773493.976,9,1.6,3.0,6.0,7.0,1,A,F,V,D,S,K,M,H
14185,2500000,2520224.719,4,1.6,5.0,5.0,6.0,2,A,F,V,B,L,U,5,Y
14186,6011000,6597619.048,9,2.7,4.0,8.0,8.0,2,A,A,K,B,V,J,T,E
14187,2800000,3095238.095,7,1.4,8.0,6.0,0.0,2,A,F,K,B,L,W,V,W
14188,1877000,2228915.663,11,2.0,3.0,8.0,3.0,1,A,F,K,B,S,W,V,W
14189,5821000,6207692.308,3,2.5,8.0,3.0,2.0,1,A,F,K,B,S,X,W,7
14190,1998000,2436585.366,13,2.5,1.0,6.0,7.0,1,A,A,B,B,C,J,F,1
14191,3143000,3838461.538,2,1.6,5.0,6.0,1.0,1,M,F,V,B,S,K,M,H
14192,2119000,2293975.904,11,2.0,2.0,5.0,0.0,1,A,F,K,B,S,W,V,W
14193,3870000,4530952.381,12,3.3,2.0,4.0,3.0,2,A,A,K,B,C,J,T,J
14194,2166000,2400000.0,13,3.5,6.0,4.0,5.0,2,A,A,V,B,C,J,N,B
14195,1200000,1350561.798,15,1.8,5.0,0.0,3.0,2,M,F,V,B,M,W,O,L
14196,1200000,1514285.714,10,1.6,3.0,8.0,4.0,2,M,F,V,B,L,W,F,0
14197,2192000,2534831.461,2,1.2,7.0,4.0,1.0,2,A,F,V,B,L,K,N,A
14198,8000000,8985263.158,2,2.0,7.0,2.0,7.0,3,A,A,K,B,C,S,A,L
14199,5160000,5715476.19,2,2.0,9.0,0.0,9.0,2,A,A,V,B,C,U,5,Y
14200,6727000,7037894.737,2,2.5,3.0,0.0,6.0,3,A,F,K,B,S,X,W,7
14201,8500000,9297777.778,6,3.0,5.0,8.0,6.0,3,A,A,K,B,V,5,U,X
14202,4222000,5076190.476,8,3.5,0.0,8.0,9.0,2,A,A,K,B,S,W,D,B
14203,1547000,1669662.921,9,1.6,4.0,2.0,3.0,2,A,F,V,D,S,K,M,H
14204,2100000,2544578.313,12,1.8,3.0,0.0,4.0,1,A,F,V,B,L,2,T,1
14205,3200000,4119277.108,9,2.7,1.0,3.0,9.0,1,A,A,K,BG,C,K,N,D
14206,2000000,2208139.535,17,3.2,6.0,4.0,1.0,1,A,B,K,B,S,W,D,B
14207,2190000,2310000.0,5,1.6,6.0,5.0,0.0,3,M,F,V,B,S,K,L,1
14208,1906000,2210843.373,14,2.5,4.0,1.0,1.0,1,A,A,K,BG,C,J,F,1
14209,2310000,2539743.59,9,1.8,1.0,2.0,1.0,1,A,F,V,BG,S,2,T,1
14210,1700000,1996428.571,11,2.0,3.0,2.0,3.0,2,M,F,V,B,S,W,V,W
14211,8000000,8500000.0,6,2.7,7.0,8.0,2.0,3,A,F,K,B,C,J,T,J
14212,5191000,5920238.095,9,3.3,5.0,8.0,7.0,2,A,A,K,B,C,J,T,J
14213,2707000,3467948.718,9,2.4,6.0,1.0,1.0,1,A,F,V,B,S,6,T,1
14214,2000000,2063855.422,15,2.7,3.0,8.0,3.0,1,A,F,K,BG,C,K,M,8
14215,1422000,2466265.06,8,1.6,1.0,6.0,6.0,1,A,F,V,D,S,K,M,H
14216,3514000,3748809.524,8,3.5,8.0,6.0,5.0,2,A,F,V,B,S,4,T,1
14217,2900000,2879120.879,1,1.6,4.0,6.0,5.0,3,M,F,V,B,L,X,7,L
14218,4300000,5188311.688,6,2.4,2.0,7.0,9.0,1,A,A,V,BG,C,J,S,3
14219,1800000,1774418.605,15,2.8,4.0,0.0,4.0,1,A,B,K,B,U,W,D,B
14220,3009000,3772839.506,11,2.2,1.0,4.0,5.0,1,M,B,V,D,M,W,D,F
14221,1647000,2144303.797,10,1.6,9.0,7.0,9.0,1,A,F,B,BG,S,J,N,1
14222,8100000,9302222.222,6,2.7,2.0,6.0,5.0,3,A,A,K,B,V,J,T,E
14223,3240000,3485555.556,9,2.4,3.0,3.0,9.0,3,A,F,K,B,S,J,T,N
14224,1500000,2121794.872,10,1.8,1.0,2.0,5.0,1,A,F,V,B,S,S,J,N
14225,1500000,1856410.256,17,3.0,9.0,9.0,0.0,1,A,F,V,B,S,J,T,2
14226,3881000,4523809.524,12,3.3,4.0,7.0,9.0,2,A,A,K,B,C,J,T,J
14227,4485000,5373076.923,10,2.7,3.0,8.0,0.0,1,A,A,V,BG,V,M,R,1
14228,2369000,2603448.276,3,1.6,1.0,9.0,3.0,3,M,F,V,B,S,X,W,8
14229,1900000,2164102.564,12,2.3,0.0,8.0,7.0,1,A,F,V,B,S,J,M,1
14230,3208000,4258974.359,6,2.0,6.0,3.0,9.0,1,A,F,K,B,S,K,N,A
14231,5500000,6283146.067,9,3.5,8.0,6.0,6.0,2,A,A,K,B,C,J,T,J
14232,2302000,2332222.222,3,1.6,1.0,3.0,1.0,3,A,F,V,B,S,K,L,1
14233,3104000,3437349.398,1,1.6,8.0,3.0,6.0,1,A,F,V,BG,S,Z,9,4
14234,3734000,4428205.128,6,2.5,1.0,8.0,7.0,1,A,F,V,B,S,4,T,1
14235,3990000,4434375.0,2,2.0,7.0,6.0,8.0,3,A,F,V,B,S,K,N,A
14236,7697000,9486666.667,8,4.0,7.0,9.0,8.0,3,A,A,V,B,V,J,T,E
14237,3330000,3572839.506,10,3.5,7.0,2.0,4.0,1,A,F,V,B,S,4,T,1
14238,2270000,2538095.238,9,1.6,7.0,3.0,8.0,2,A,F,V,B,S,J,T,N
14239,3468000,3478571.429,11,3.3,8.0,1.0,4.0,2,A,F,K,BG,S,J,T,H
14240,2500000,3073076.923,2,1.6,4.0,2.0,8.0,1,A,F,V,B,L,X,7,L
14241,3995000,4654117.647,3,1.6,8.0,8.0,4.0,2,A,F,V,B,C,S,J,N
14242,2250000,2664102.564,8,1.5,7.0,8.0,9.0,1,A,F,V,B,S,J,T,D
14243,2226000,2611904.762,12,2.4,4.0,1.0,1.0,2,A,F,K,B,S,4,T,1
14244,1282000,1068292.683,13,1.6,7.0,2.0,2.0,1,M,F,V,B,L,T,M,B
14245,5685000,5937894.737,2,2.0,1.0,5.0,2.0,3,A,F,B,B,S,X,W,7
14246,2242000,2472619.048,7,1.6,5.0,8.0,8.0,2,A,F,K,B,S,K,L,A
14247,2103000,2539506.173,8,1.6,5.0,5.0,4.0,1,A,F,V,B,S,J,T,N
14248,2340000,2475789.474,2,1.5,5.0,6.0,9.0,3,A,F,V,B,S,X,W,B
14249,14615000,15016666.67,2,3.6,5.0,4.0,4.0,2,A,A,K,B,C,W,V,G
14250,1900000,2423750.0,14,2.2,4.0,2.0,3.0,2,A,B,V,B,S,W,B,A
14251,1184000,1635443.038,14,2.0,4.0,7.0,5.0,2,M,F,V,B,U,S,J,N
14252,4371000,4737777.778,9,3.6,6.0,4.0,9.0,3,A,A,V,B,C,W,V,G
14253,2065000,2374358.974,9,2.0,5.0,8.0,1.0,1,A,F,V,B,S,J,M,1
14254,2532000,2790476.19,2,1.6,7.0,4.0,3.0,2,A,F,V,B,S,Z,8,N
14255,2810000,3265517.241,8,1.8,6.0,3.0,2.0,1,A,F,V,B,M,N,M,T
14256,2150000,2426436.782,8,2.0,7.0,4.0,0.0,3,M,F,V,BG,S,J,M,B
14257,2270000,2626829.268,8,1.6,2.0,8.0,1.0,1,A,F,V,B,S,J,T,N
14258,3600000,4554761.905,4,2.0,9.0,0.0,2.0,2,M,F,V,B,C,S,J,N
14259,2423000,2926923.077,3,1.6,0.0,8.0,5.0,1,M,F,V,B,L,T,M,B
14260,3452000,4785526.316,9,3.5,9.0,2.0,0.0,1,A,F,K,B,S,J,T,H
14261,2500000,2975308.642,3,1.6,4.0,4.0,0.0,2,A,F,V,B,S,V,F,3
14262,1456000,1603703.704,12,3.0,4.0,3.0,4.0,1,A,F,K,B,S,V,F,3
14263,1745000,2209302.326,15,3.0,0.0,1.0,7.0,1,A,F,K,B,S,4,T,1
14264,4635000,5277777.778,3,2.4,3.0,0.0,4.0,3,A,F,K,B,S,K,M,H
14265,1225000,1670512.821,12,1.6,6.0,4.0,2.0,1,A,F,V,B,S,J,M,Y
14266,2330000,2675641.026,8,1.6,3.0,6.0,0.0,1,A,F,V,B,S,J,T,N
14267,2309000,2692682.927,8,1.5,1.0,0.0,7.0,1,A,F,V,H,L,J,T,D
14268,2734000,2996511.628,15,3.0,6.0,1.0,7.0,1,A,A,K,B,C,W,B,A
14269,2109000,2378205.128,9,1.6,2.0,6.0,2.0,1,A,F,V,B,L,S,J,N
14270,2736000,3059770.115,3,1.6,3.0,7.0,6.0,3,A,F,V,BG,S,Z,9,4
14271,2301000,2639743.59,8,1.6,3.0,0.0,8.0,1,A,F,V,B,S,J,T,N
14272,2430000,2586666.667,6,1.6,7.0,9.0,6.0,3,A,F,V,B,S,K,N,A
14273,2369000,2463095.238,2,1.6,3.0,2.0,0.0,2,M,F,V,BG,L,X,7,L
14274,2475000,2451685.393,4,1.6,1.0,4.0,5.0,2,M,F,V,BG,S,K,N,A
14275,1521000,1842682.927,9,1.8,0.0,3.0,0.0,1,A,F,V,B,S,K,L,1
14276,12323000,14130864.2,5,4.7,0.0,6.0,1.0,1,A,A,K,B,V,J,T,M
14277,2117000,2335555.556,14,2.4,3.0,0.0,2.0,3,A,F,V,B,S,4,T,1
14278,2239000,2734615.385,12,2.4,7.0,2.0,7.0,1,A,F,V,B,S,4,T,1
14279,1513000,1486904.762,15,2.8,3.0,6.0,1.0,2,A,A,K,B,S,W,V,W
14280,3896000,4008333.333,7,2.4,2.0,3.0,8.0,2,A,A,V,B,C,J,S,A
14281,2940000,3213333.333,9,2.4,9.0,1.0,7.0,3,A,F,V,B,S,4,T,4
14282,4059000,4526744.186,10,3.5,2.0,2.0,5.0,1,A,A,K,B,C,J,N,R
14283,2113000,2502380.952,13,3.5,6.0,8.0,8.0,2,A,F,K,B,C,J,N,8
14284,4061000,4702325.581,9,3.6,6.0,5.0,7.0,1,A,A,K,B,C,W,V,G
14285,3842000,4926923.077,4,1.8,7.0,9.0,7.0,1,A,F,V,B,C,J,M,B
14286,2700000,2938888.889,14,3.2,4.0,4.0,2.0,3,A,B,K,BG,S,W,D,B
14287,4590000,4103370.787,3,1.8,1.0,9.0,9.0,2,A,F,V,B,S,N,M,T
14288,5910000,5258426.966,5,3.5,3.0,6.0,1.0,2,A,F,K,B,S,X,W,7
14289,1816000,2050000.0,17,3.0,7.0,3.0,5.0,1,A,A,V,B,V,J,A,4
14290,5760000,5867000.0,4,2.5,9.0,5.0,5.0,3,A,F,K,B,S,J,T,N
14291,2232000,2367857.143,14,2.5,8.0,7.0,6.0,2,A,B,K,B,S,W,B,A
14292,2817000,3285714.286,14,3.0,0.0,8.0,8.0,2,A,A,K,B,C,J,T,J
14293,1900000,2101219.512,14,2.5,1.0,5.0,7.0,1,A,B,V,B,S,W,B,A
14294,2703000,3262962.963,9,2.4,6.0,2.0,9.0,1,A,F,V,B,S,4,T,1
14295,3078000,3730952.381,10,3.0,8.0,2.0,3.0,2,A,A,K,B,C,4,S,4
14296,4020000,4297647.059,4,1.6,8.0,9.0,4.0,2,A,F,V,B,C,S,J,N
14297,3024000,3306024.096,6,2.0,5.0,6.0,6.0,1,A,F,K,B,S,K,M,H
14298,2400000,2572619.048,3,1.4,7.0,6.0,8.0,2,A,F,V,B,S,Z,9,4
14299,5730000,5949450.549,2,2.0,4.0,7.0,2.0,1,A,F,K,BG,S,X,W,7
14300,3386000,3811904.762,10,3.5,2.0,7.0,9.0,2,A,F,K,B,S,4,T,1
14301,5363000,5506315.789,8,3.0,9.0,4.0,1.0,3,A,A,K,B,V,J,M,Y
14302,2160000,2472619.048,10,2.0,6.0,4.0,6.0,2,A,F,B,B,S,W,V,W
14303,2723000,3056976.744,13,3.0,1.0,0.0,2.0,1,A,B,K,B,S,W,B,A
14304,3534000,4229761.905,10,3.0,3.0,7.0,2.0,2,A,B,K,B,S,J,T,H
14305,4344000,4989534.884,11,3.3,7.0,3.0,0.0,1,A,A,K,H,C,J,T,J
14306,2036000,2661538.462,15,3.0,0.0,3.0,1.0,1,A,A,V,BG,V,J,A,4
14307,1329000,2525301.205,6,1.6,8.0,2.0,1.0,1,M,F,V,BG,S,X,7,M
14308,3040000,3722891.566,5,1.8,9.0,7.0,6.0,1,A,F,V,B,S,J,T,D
14309,3315000,3392631.579,9,2.4,4.0,1.0,0.0,3,A,F,K,B,S,J,T,N
14310,3168000,3439583.333,1,1.6,9.0,9.0,7.0,3,A,F,V,B,S,Z,9,4
14311,1736000,2620987.654,15,3.0,9.0,2.0,0.0,1,A,B,K,B,S,J,T,8
14312,2400000,2327777.778,5,1.4,7.0,1.0,3.0,3,A,F,V,B,L,X,W,8
14313,3078000,3485185.185,8,3.3,8.0,5.0,2.0,1,A,F,K,BG,S,K,M,H
14314,6145000,6206250.0,3,2.5,5.0,5.0,2.0,3,A,F,V,B,S,X,W,7
14315,1000000,1171084.337,19,1.8,0.0,9.0,7.0,1,A,F,V,B,S,W,V,W
14316,1971000,2082051.282,10,1.3,0.0,3.0,2.0,1,A,F,V,B,S,J,T,D
14317,1505000,1726190.476,8,1.8,6.0,2.0,4.0,2,M,F,V,BG,S,X,9,F
14318,2695000,3051724.138,3,1.6,5.0,7.0,0.0,1,A,F,V,B,S,Z,9,4
14319,2822000,3236904.762,9,2.4,7.0,2.0,0.0,2,A,F,V,B,S,6,T,1
14320,1520000,1809876.543,8,1.4,7.0,3.0,5.0,2,M,F,V,B,L,K,M,H
14321,2500000,3236144.578,6,2.4,6.0,3.0,5.0,1,A,F,K,B,S,4,T,1
14322,2584000,2695121.951,8,1.6,4.0,4.0,2.0,1,A,F,V,B,S,J,T,N
14323,2595000,2922891.566,3,1.6,3.0,3.0,2.0,1,A,F,V,BG,S,Z,9,4
14324,2687000,3378205.128,10,2.4,9.0,8.0,3.0,1,A,F,V,BG,S,6,T,1
14325,2600000,2852054.795,7,1.6,3.0,0.0,5.0,1,A,F,V,B,L,K,N,A
14326,2565000,2821111.111,3,1.6,5.0,2.0,8.0,3,A,F,V,B,S,X,W,8
14327,1364000,1773493.976,9,1.6,3.0,6.0,7.0,1,A,F,V,D,S,K,M,H
14328,2008000,2221348.315,3,1.7,9.0,7.0,8.0,2,M,A,V,B,C,X,9,L
14329,2100000,2951219.512,10,2.0,9.0,4.0,9.0,1,M,A,B,D,C,K,N,E
14330,5443000,6157894.737,3,2.5,5.0,1.0,1.0,3,A,F,V,B,S,X,W,7
14331,2370000,2444943.82,7,1.6,4.0,6.0,9.0,2,A,F,V,B,S,X,W,8
14332,3505000,3697674.419,8,2.4,2.0,2.0,7.0,1,A,F,K,B,S,J,T,N
14333,4440000,4873809.524,4,2.0,3.0,1.0,1.0,2,A,F,V,B,S,S,B,1
14334,2346000,2578571.429,3,1.6,5.0,2.0,8.0,2,M,F,V,B,S,X,W,8
14335,2061000,2535616.438,11,1.6,4.0,5.0,2.0,1,A,F,V,B,S,J,T,D
14336,1539000,1868674.699,5,1.0,9.0,1.0,0.0,1,M,F,V,B,L,K,L,1
14337,3126000,3416853.933,3,2.0,7.0,1.0,6.0,2,M,A,V,B,C,X,7,L
14338,8100000,9302222.222,6,2.7,2.0,6.0,5.0,3,A,A,K,B,V,J,T,E
14339,4952000,5459523.81,10,3.5,5.0,2.0,0.0,2,A,A,K,B,C,2,T,2
14340,3528000,3776404.494,4,1.6,4.0,8.0,9.0,2,A,F,V,B,S,J,T,N
14341,2506000,2615853.659,7,1.6,1.0,4.0,5.0,1,A,F,V,B,S,K,N,A
14342,4128000,4830000.0,5,2.0,3.0,3.0,6.0,3,A,A,K,B,C,U,5,Y
14343,6164000,6151000.0,3,2.5,3.0,6.0,9.0,3,A,F,K,B,S,X,W,7
14344,1300000,1522988.506,18,2.8,9.0,5.0,0.0,1,A,A,V,B,S,W,A,U
14345,3187000,3446739.13,1,1.6,2.0,8.0,5.0,3,A,F,V,B,S,Z,9,4
14346,2735000,3196296.296,2,1.6,6.0,9.0,7.0,2,A,F,V,B,S,X,W,8
14347,13000000,13660000.0,2,2.7,4.0,3.0,0.0,3,A,F,K,B,C,J,T,J
14348,8000000,8032941.176,2,2.0,4.0,8.0,6.0,3,A,B,K,B,S,X,4,X
14349,3861000,4318292.683,2,1.6,0.0,3.0,2.0,1,A,F,V,B,S,K,M,H
14350,2225000,2629761.905,12,2.4,6.0,9.0,5.0,2,A,F,V,B,S,J,T,D
14351,2247000,2561904.762,9,2.0,8.0,3.0,3.0,2,A,F,V,B,S,J,M,Y
14352,1503000,2158024.691,9,2.0,5.0,2.0,2.0,1,A,F,K,G,S,K,M,H
14353,2738000,2926190.476,4,1.8,4.0,9.0,0.0,2,A,F,K,B,S,K,L,1
14354,2865000,3119047.619,10,3.2,7.0,5.0,3.0,2,A,A,K,B,S,W,A,U
14355,3424000,3788095.238,8,3.5,7.0,0.0,7.0,2,A,F,K,B,S,J,N,1
14356,3614000,4690243.902,5,1.4,8.0,8.0,7.0,1,M,F,V,B,C,X,W,8
14357,2246000,2589285.714,10,1.5,6.0,7.0,5.0,2,A,F,V,H,L,J,T,D
14358,6600000,6767857.143,10,4.0,5.0,4.0,6.0,2,A,A,K,BG,V,J,T,E
14359,1931000,2085714.286,10,1.6,4.0,0.0,6.0,2,A,F,V,B,L,W,V,W
14360,2724000,3147619.048,7,1.8,5.0,1.0,1.0,2,A,F,V,B,S,2,T,1
14361,4092000,4912790.698,12,3.3,1.0,4.0,4.0,1,A,A,K,B,C,J,T,J
14362,4000000,3857777.778,2,1.8,5.0,3.0,6.0,3,M,F,V,BG,M,K,L,1
14363,5363000,5805494.505,4,2.4,4.0,2.0,5.0,3,A,A,V,B,C,J,M,B
14364,1150000,1437804.878,19,2.8,2.0,9.0,1.0,1,A,F,V,B,S,W,A,U
14365,2277000,2761728.395,15,2.0,8.0,6.0,2.0,1,A,A,K,B,C,J,T,E
14366,2822000,3522222.222,12,3.3,1.0,2.0,4.0,1,A,F,K,B,S,J,T,H
14367,2705000,3348148.148,2,1.6,1.0,5.0,9.0,2,A,F,V,B,S,Z,9,4
14368,3725000,3934831.461,3,1.6,1.0,7.0,6.0,2,M,F,V,B,S,N,M,T
14369,2288000,2713414.634,12,2.4,2.0,7.0,7.0,1,A,F,V,B,S,4,T,1
14370,4217000,4921428.571,3,2.4,1.0,0.0,1.0,2,A,F,K,B,S,K,L,1
14371,1896000,2576923.077,13,2.4,3.0,3.0,0.0,1,A,A,V,B,C,J,A,4
14372,3200000,3379487.179,7,1.8,1.0,9.0,3.0,1,A,F,V,B,L,2,T,1
14373,1653000,2066666.667,15,2.5,5.0,7.0,6.0,1,A,A,V,B,C,J,S,3
14374,2686000,2858426.966,3,1.6,9.0,4.0,0.0,2,A,F,V,B,L,Z,9,4
14375,5027000,5630952.381,9,3.8,3.0,7.0,0.0,2,A,A,K,B,V,J,M,Y
14376,2323000,2682142.857,11,2.4,7.0,8.0,8.0,2,A,F,V,B,S,4,T,1
14377,2850000,2784444.444,4,1.6,2.0,5.0,0.0,3,A,F,V,B,S,Z,9,4
14378,4400000,4672527.473,7,2.0,9.0,5.0,5.0,3,A,A,V,B,C,J,T,M
14379,3998000,4650632.911,9,3.0,1.0,1.0,0.0,2,A,A,K,B,S,W,B,A
14380,2796000,3884146.341,8,2.0,3.0,5.0,8.0,1,A,F,V,D,S,W,A,U
14381,3680000,4168292.683,6,2.4,1.0,5.0,3.0,1,M,F,V,B,S,X,W,7
14382,6836000,9021000.0,2,3.5,4.0,5.0,8.0,3,A,F,K,B,S,X,W,7
14383,2221000,2662790.698,14,3.0,7.0,8.0,2.0,1,A,B,K,B,S,J,T,H
14384,2700000,2944047.619,2,1.2,6.0,5.0,7.0,2,M,F,B,B,L,T,M,B
14385,2003000,2803614.458,15,3.0,8.0,7.0,7.0,1,A,A,K,B,V,J,M,B
14386,3000000,2971111.111,4,1.6,4.0,6.0,8.0,3,A,A,V,B,C,T,S,M
14387,1500000,2221794.872,14,2.0,2.0,1.0,5.0,1,M,F,V,B,S,W,A,U
14388,2694000,2983333.333,6,2.0,8.0,5.0,8.0,2,A,F,V,BG,S,K,N,A
14389,2396000,2682142.857,11,2.4,4.0,7.0,6.0,2,A,F,V,B,S,4,T,1
14390,1505000,1350000.0,13,1.6,1.0,8.0,4.0,1,M,F,V,B,L,W,V,W
14391,3437000,3729069.767,3,1.6,1.0,6.0,0.0,1,A,F,K,B,S,K,M,H
14392,3661000,4789743.59,11,3.3,4.0,7.0,7.0,1,A,A,V,B,C,J,T,E
14393,2678000,3249382.716,9,2.4,0.0,6.0,3.0,1,A,F,V,B,S,4,T,1
14394,5939000,6769473.684,2,2.5,9.0,2.0,7.0,3,A,F,V,B,S,X,W,7
14395,2300000,2573076.923,14,3.0,1.0,4.0,3.0,1,A,A,V,BG,V,J,A,4
14396,1500000,2120512.821,10,2.4,0.0,8.0,1.0,1,A,F,V,B,S,4,A,3
14397,2690000,2913095.238,4,1.6,4.0,6.0,9.0,2,M,F,V,B,L,T,M,B
14398,2100000,2344047.619,15,2.0,1.0,5.0,5.0,2,A,A,K,D,C,K,M,H
14399,3463000,3366666.667,2,1.6,9.0,3.0,7.0,3,M,F,V,BG,S,K,M,H
14400,1500000,1806896.552,12,1.8,8.0,3.0,1.0,1,M,F,V,B,M,W,0,L
14401,2078000,2422471.91,3,1.6,9.0,6.0,9.0,2,M,F,V,B,S,Z,9,4
14402,2324000,2451282.051,10,2.5,1.0,3.0,9.0,1,A,A,V,B,S,4,S,3
14403,2176000,2333333.333,8,1.3,2.0,7.0,7.0,2,A,F,V,B,S,J,T,D
14404,4680000,5556179.775,8,3.0,2.0,4.0,4.0,2,A,A,K,B,V,J,M,Y
14405,2085000,2435632.184,4,1.6,9.0,6.0,3.0,3,M,F,V,B,S,K,L,1
14406,2707000,3467948.718,9,2.4,6.0,1.0,1.0,1,A,F,V,B,S,6,T,1
14407,1980000,2235714.286,11,2.0,3.0,1.0,7.0,2,A,F,K,B,S,W,V,W
14408,2565000,2763333.333,2,1.4,1.0,5.0,3.0,3,A,F,V,B,S,Z,9,4
14409,2568000,2813580.247,11,2.4,2.0,7.0,8.0,2,A,F,V,BG,S,4,T,1
14410,3496000,3496703.297,9,1.8,2.0,7.0,4.0,3,A,B,V,B,S,W,D,D
14411,2201000,2535714.286,14,2.4,1.0,2.0,2.0,2,A,F,K,B,S,4,T,1
14412,2396000,2660714.286,11,2.4,7.0,5.0,3.0,2,A,F,V,B,S,4,T,1
14413,3000000,3489285.714,15,2.4,3.0,1.0,5.0,2,A,F,K,B,M,J,T,E
14414,3802000,4285365.854,8,2.5,9.0,4.0,8.0,1,A,A,V,B,C,J,F,1
14415,4867000,5374358.974,2,2.0,7.0,2.0,2.0,1,M,F,V,B,C,U,5,Y
14416,2794000,3223170.732,10,2.4,8.0,1.0,9.0,1,M,F,V,B,S,J,T,N
14417,1022000,1346052.632,14,2.0,7.0,7.0,8.0,1,A,F,V,B,S,3,V,W
14418,5846000,6656410.256,6,2.7,9.0,3.0,6.0,1,A,F,V,B,C,4,T,3
14419,2970000,3352222.222,1,1.6,4.0,0.0,2.0,3,A,F,V,B,S,Z,9,4
14420,2428000,2642857.143,8,1.6,8.0,1.0,3.0,2,A,F,V,BG,S,J,T,N
14421,2000000,2657534.247,11,2.4,3.0,3.0,8.0,1,A,F,V,B,S,J,H,M
14422,1600000,1886904.762,8,1.3,6.0,1.0,9.0,2,A,F,V,B,S,J,M,Y
14423,1409000,1812820.513,9,1.8,3.0,5.0,9.0,1,A,F,V,B,S,K,L,1
14424,1191000,1438271.605,8,1.4,7.0,9.0,6.0,1,M,F,V,B,S,K,L,1
14425,2762000,3054761.905,4,1.8,4.0,0.0,3.0,2,A,F,K,B,L,K,L,1
14426,950000,1178313.253,19,1.8,4.0,6.0,4.0,1,M,F,V,BG,U,W,V,W
14427,2240000,2541666.667,4,1.6,1.0,9.0,4.0,2,M,F,V,B,S,X,U,F
14428,1542000,1703846.154,10,2.0,7.0,9.0,7.0,1,A,F,V,B,S,K,L,1
14429,2100000,2437179.487,5,1.4,5.0,5.0,7.0,1,A,F,V,B,S,Z,9,4
14430,2900000,3377906.977,6,1.6,9.0,0.0,9.0,1,A,A,K,B,C,J,S,A
14431,3026000,3636046.512,10,2.4,9.0,7.0,7.0,1,A,F,K,B,S,4,T,1
14432,2900000,3189873.418,12,3.2,0.0,2.0,8.0,2,A,A,K,B,S,W,D,B
14433,6145000,6195744.681,3,2.5,8.0,3.0,3.0,2,A,F,K,B,S,X,W,7
14434,6678000,6805208.333,2,2.5,1.0,8.0,2.0,3,A,F,V,B,S,X,W,7
14435,4865000,5584444.444,12,4.0,9.0,6.0,7.0,3,A,A,V,BG,V,J,T,E
14436,6200000,6498947.368,5,3.5,6.0,5.0,7.0,3,A,A,K,B,C,Z,8,N
14437,4200000,4364210.526,11,4.4,1.0,7.0,7.0,3,A,A,K,B,V,S,A,L
14438,2444000,3005128.205,2,1.6,2.0,6.0,7.0,1,M,F,V,B,S,Z,9,4
14439,2502000,2641666.667,8,1.6,1.0,1.0,8.0,2,A,F,V,B,S,J,T,N
14440,5846000,6390697.674,3,2.5,8.0,4.0,9.0,1,A,F,K,B,S,4,T,4
14441,4610000,5065476.19,8,3.5,9.0,7.0,5.0,2,A,F,K,B,S,J,T,H
14442,2226000,2611904.762,12,2.4,4.0,1.0,1.0,2,A,F,K,B,S,4,T,1
